#GeneSignatureID	Rank	FeatureID	FeatureDescription	FeatureAnnotations	FeatureDatabase	AUC	NES	CandidateTargetIDs	TopTargetIDs	TopTargetRanks
Project2	40	ENCFF001VGE	POLR2A ChIP-seq on human GM18505		TF binding sites	0.0527643248	2.401719494			
Project2	41	GSM1208662_batch1_chrom1_LoVo_NPAT_PassedQC_peaks_hg19	NPAT ChIP-seq in LoVo		TF binding sites	0.05256305428	2.389269066			
Project2	42	ENCFF001TRL	ATF3 ChIP-seq (protocol v042211.1) on A549 treated with ethanol at 0.02%		TF binding sites	0.05242782565	2.380903935			
Project2	43	GSM1208796_batch2_chrom1_LoVo_SP2_PassedQC_peaks_hg19	SP2 ChIP-seq in LoVo		TF binding sites	0.05215422354	2.363979134			
Project2	44	GSM1208777_batch2_chrom1_LoVo_NFYA_PassedQC_peaks_hg19	NFYA ChIP-seq in LoVo		TF binding sites	0.0514246179	2.318846332			
Project2	45	ENCFF001TTO	SIX5 ChIP-seq (protocol v042211.1) on A549 treated with ethanol at 0.02%		TF binding sites	0.05103151142	2.29452909			
Project2	46	ENCFF001TTT	TCF12 ChIP-seq (protocol v042211.1) on A549 treated with ethanol at 0.02%		TF binding sites	0.05093716586	2.288692952			
Project2	47	ENCFF001UJU	ELF1 ChIP-seq protocol v041610.2 on human K562		TF binding sites	0.05093402101	2.288498414			
Project2	48	ENCFF001TSB	ETS1 ChIP-seq (protocol v042211.1) on A549 treated with ethanol at 0.02%		TF binding sites	0.0509277313	2.288109338			
Project2	49	GSM1208620_batch1_chrom1_LoVo_GATA4_PassedQC_peaks_hg19	GATA4 ChIP-seq in LoVo		TF binding sites	0.05086168941	2.284024042			
Project2	50	ENCFF001VPY	POLR2A ChIP-seq on human MCF10A-Er-Src treated with 0.01% ethanol		TF binding sites	0.05034907856	2.252314358			
Project2	51	ENCFF001VIE	E2F1 ChIP-seq on human HeLa-S3		TF binding sites	0.05026102271	2.246867295			
Project2	52	ENCFF001TVB	MAX ChIP-seq protocol v042211.1 on human ECC-1. Note- This experiment previously referred to its biosample as ECC-1, however it has been found that all currently available ECC-1 are actually Ishikawa cells.		TF binding sites	0.0500912007	2.236362247			
Project2	53	ENCFF001UTM	MYC ChIP-seq on human MCF-7 treated with serum starved media		TF binding sites	0.05	2.230720646			
Project2	54	ENCFF001TZF	STAT5A ChIP-seq protocol v042211.1 on human GM12878		TF binding sites	0.04972954274	2.213990384			
Project2	55	GSM1208625_batch1_chrom1_LoVo_GMEB1_PassedQC_peaks_hg19	GMEB1 ChIP-seq in LoVo		TF binding sites	0.04963205233	2.207959708			
Project2	56	ENCFF001TYF	PML ChIP-seq protocol v042211.1 on human GM12878		TF binding sites	0.04961003837	2.206597942			
Project2	57	ENCFF001TVC	MAX ChIP-seq protocol v042211.1 on human ECC-1. Note- This experiment previously referred to its biosample as ECC-1, however it has been found that all currently available ECC-1 are actually Ishikawa cells.		TF binding sites	0.04954399648	2.202512645			
Project2	58	ENCFF001TYY	SP1 ChIP-seq protocol PCR1x on human GM12878		TF binding sites	0.04920120762	2.18130801			
Project2	59	ENCFF001TXE	GABPA ChIP-seq protocol PCR2x on human GM12878		TF binding sites	0.04910686207	2.175471872			
Project2	60	ENCFF001UPA	ELF1 ChIP-seq protocol v042211.1 on human SK-N-SH		TF binding sites	0.04901566136	2.169830272			
Project2	61	ENCFF001UJT	ELF1 ChIP-seq protocol v041610.2 on human K562		TF binding sites	0.04890244669	2.162826906			
Project2	62	ENCFF001TYK	POU2F2 ChIP-seq protocol PCR1x on human GM12878		TF binding sites	0.04867916221	2.149014712			
Project2	63	ENCFF001VKP	NRF1 ChIP-seq on human HepG2		TF binding sites	0.04865085854	2.147263871			
Project2	64	ENCFF001TSC	ETS1 ChIP-seq (protocol v042211.1) on A549 treated with ethanol at 0.02%		TF binding sites	0.04844329832	2.134424367			
Project2	65	GSM1208683_batch1_chrom1_LoVo_SP1_PassedQC_peaks_hg19	SP1 ChIP-seq in LoVo		TF binding sites	0.04801874332	2.108161745			
Project2	66	GSM1208691_batch1_chrom1_LoVo_TFDP1_PassedQC_peaks_hg19	TFDP1 ChIP-seq in LoVo		TF binding sites	0.04789609409	2.100574766			
Project2	67	ENCFF001UTC	MYC ChIP-seq on human K562		TF binding sites	0.04768853387	2.087735262			
Project2	68	ENCFF001TUF	ZBTB33 ChIP-seq (protocol v042211.1) on A549 treated with ethanol at 0.02%		TF binding sites	0.04765079565	2.085400806			
Project2	69	ENCFF001UEW	GABPA ChIP-seq protocol PCR1x on human HeLa-S3		TF binding sites	0.04762249198	2.083649965			
Project2	70	GSM1208657_batch1_chrom1_LoVo_NFAT5_PassedQC_peaks_hg19	NFAT5 ChIP-seq in LoVo		TF binding sites	0.04760047802	2.082288199			
Project2	71	ENCFF001TRN	BCL3 ChIP-seq (protocol v042211.1) on A549 treated with ethanol at 0.02%		TF binding sites	0.04744323542	2.072561302			
Project2	72	ENCFF001TRZ	ELF1 ChIP-seq (protocol v042211.1) on A549 treated with ethanol at 0.02%		TF binding sites	0.04727970313	2.06244533			
Project2	73	ENCFF001TUA	USF1 ChIP-seq (protocol PCR1x) on A549 treated with ethanol at 0.02%		TF binding sites	0.04721995094	2.058749109			
Project2	74	GSM1208592_batch1_chrom1_LoVo_ATOH1_PassedQC_peaks_hg19	ATOH1 ChIP-seq in LoVo		TF binding sites	0.04715390905	2.054663812			
Project2	75	GSM1208738_batch2_chrom1_LoVo_ETS2_PassedQC_peaks_hg19	ETS2 ChIP-seq in LoVo		TF binding sites	0.04694949368	2.042018846			
Project2	76	ENCFF431CUI	CREM ChIP-seq on human GM12878		TF binding sites	0.04666016731	2.024121356			
Project2	77	GSM1208605_batch1_chrom1_LoVo_DBP_PassedQC_peaks_hg19	DBP ChIP-seq in LoVo		TF binding sites	0.04647462105	2.012643617			
Project2	78	ENCFF001UOR	SIN3A ChIP-seq protocol v041610.1 on human PFSK-1		TF binding sites	0.04644002767	2.0105037			
Project2	79	ENCFF001VRA	NRF1 ChIP-seq on human SK-N-SH produced by the Snyder lab		TF binding sites	0.04630479904	2.002138569			
Project2	80	ENCFF001VDO	MYC ChIP-seq on human A549 produced by the Snyder lab		TF binding sites	0.04627964023	2.000582265			
Project2	81	ENCFF001VLK	MAX ChIP-seq on human HUVEC produced by the Snyder lab		TF binding sites	0.04620416378	1.995913355			
Project2	82	ENCFF001ULU	THAP1 ChIP-seq protocol v041610.1 on human K562		TF binding sites	0.04585508523	1.974319643			
Project2	83	ENCFF001UJP	E2F6 ChIP-seq protocol v041610.2 on human K562		TF binding sites	0.04577646393	1.969456195			
Project2	84	ENCFF001UDV	ELF1 ChIP-seq protocol v042211.1 on human HCT-116		TF binding sites	0.04546512359	1.950196939			
Project2	85	ENCFF001VFA	POLR2A ChIP-seq on human GM12878		TF binding sites	0.04538964715	1.945528029			
Project2	86	ENCFF001UCU	TAF7 ChIP-seq protocol v041610.2 on human H1-hESC		TF binding sites	0.04533618467	1.942220884			
Project2	87	ENCFF001VOA	NRF1 ChIP-seq on human K562		TF binding sites	0.04511918989	1.928797766			
Project2	88	ENCFF001UGN	MAX ChIP-seq protocol v042211.1 on human HepG2		TF binding sites	0.0445499717	1.893586399			
Project2	89	ENCFF001UCH	SIN3A ChIP-seq protocol PCR1x on human H1-hESC		TF binding sites	0.04433297692	1.880163281			
Project2	90	GSM1208802_batch2_chrom1_LoVo_TEAD2_PassedQC_peaks_hg19	TEAD2 ChIP-seq in LoVo		TF binding sites	0.04422605195	1.873548991			
Project2	91	ENCFF001VNF	GTF2B ChIP-seq on human K562		TF binding sites	0.04397131895	1.857791418			
Project2	92	ENCFF001VMR	MYC ChIP-seq on human K562 treated with IFNa for 6 hours		TF binding sites	0.0438832631	1.852344356			
Project2	93	ENCFF001UKH	MAX ChIP-seq protocol v041610.2 on human K562		TF binding sites	0.04357821247	1.833474176			
Project2	94	ENCFF001TZN	USF1 ChIP-seq protocol PCR2x on human GM12878		TF binding sites	0.04347443235	1.827054424			
Project2	95	GSM1208659_batch1_chrom1_LoVo_NFE2L2_PassedQC_peaks_hg19	NFE2L2 ChIP-seq in LoVo		TF binding sites	0.04299012517	1.797095582			
Project2	96	ENCFF001TYZ	SP1 ChIP-seq protocol PCR1x on human GM12878		TF binding sites	0.04298069061	1.796511968			
Project2	97	ENCFF001UMP	ELF1 ChIP-seq protocol v042211.1 on human MCF-7		TF binding sites	0.0429681112	1.795733816			
Project2	98	ENCFF001TZM	USF1 ChIP-seq protocol PCR2x on human GM12878		TF binding sites	0.04254670105	1.769665732			
Project2	99	GSM1208789_batch2_chrom1_LoVo_RBCK1_PassedQC_peaks_hg19	RBCK1 ChIP-seq in LoVo		TF binding sites	0.0421315806	1.743986724			
Project2	100	ENCFF001TTY	USF1 ChIP-seq (protocol PCR1x) on A549 treated with dexamethasone at 100nM		TF binding sites	0.04208126297	1.740874117			
Project2	101	GSM1208794_batch2_chrom1_LoVo_SOX2_PassedQC_peaks_hg19	SOX2 ChIP-seq in LoVo		TF binding sites	0.04194603434	1.732508986			
Project2	102	ENCFF285UDU	CREM ChIP-seq on human GM12878		TF binding sites	0.04178879175	1.722782089			
Project2	103	ENCFF001UOZ	ELF1 ChIP-seq protocol v042211.1 on human SK-N-SH		TF binding sites	0.04168186678	1.716167799			
Project2	104	ENCFF001UHP	SP2 ChIP-seq protocol v042211.1 on human HepG2		TF binding sites	0.04137052645	1.696908543			
Project2	105	ENCFF001TTZ	USF1 ChIP-seq (protocol PCR1x) on A549 treated with ethanol at 0.02%		TF binding sites	0.04133907793	1.694963164			
Project2	106	ENCFF001UCV	TAF7 ChIP-seq protocol v041610.2 on human H1-hESC		TF binding sites	0.04102459274	1.67550937			
Project2	107	ENCFF001UAN	POLR2A ChIP-seq protocol v041610.2 on human GM12892		TF binding sites	0.04098370967	1.672980377			
Project2	108	ENCFF001UMQ	ELF1 ChIP-seq protocol v042211.1 on human MCF-7		TF binding sites	0.04089879867	1.667727852			
Project2	109	ENCFF001VEI	KAT2A ChIP-seq on human GM12878		TF binding sites	0.04080445311	1.661891714			
Project2	110	ENCFF001UCP	SP4 ChIP-seq protocol v042211.1 on human H1-hESC		TF binding sites	0.04079501855	1.6613081			
Project2	111	ENCFF001TTN	SIX5 ChIP-seq (protocol v042211.1) on A549 treated with ethanol at 0.02%		TF binding sites	0.04072897667	1.657222804			
Project2	112	ENCFF001TXB	ETS1 ChIP-seq protocol PCR1x on human GM12878		TF binding sites	0.04070381785	1.6556665			
Project2	113	ENCFF001UCK	SP1 ChIP-seq protocol PCR1x on human H1-hESC		TF binding sites	0.04023523492	1.626680347			
Project2	114	ENCFF001TYT	RXRA ChIP-seq protocol PCR1x on human GM12878		TF binding sites	0.04018491729	1.62356774			
Project2	115	ENCFF001TRQ	CREB1 ChIP-seq (protocol v041610.2) on A549 treated with dexamethasone at 100nM		TF binding sites	0.04009686144	1.618120678			
Project2	116	ENCFF504NHD	CREM ChIP-seq on human K562		TF binding sites	0.04006541292	1.616175299			
Project2	117	ENCFF001TUB	USF1 ChIP-seq (protocol v042211.1) on A549 treated with ethanol at 0.02%		TF binding sites	0.0400276747	1.613840843			
Project2	118	ENCFF001VFQ	USF2 ChIP-seq on human GM12878 produced by the Snyder lab		TF binding sites	0.03990188062	1.606059326			
Project2	119	ENCFF001UPF	GABPA ChIP-seq protocol v042211.1 on human SK-N-SH		TF binding sites	0.03979181081	1.599250498			
Project2	120	ENCFF001UJZ	GABPA ChIP-seq protocol v041610.1 on human K562		TF binding sites	0.03957796088	1.586021918			
Project2	121	ENCFF001UTF	POLR2A ChIP-seq on human K562		TF binding sites	0.03956538147	1.585243767			
Project2	122	ENCFF001UEX	GABPA ChIP-seq protocol PCR1x on human HeLa-S3		TF binding sites	0.0394395874	1.577462249			
Project2	123	ENCFF001UGB	GABPA ChIP-seq protocol PCR2x on human HepG2		TF binding sites	0.03897414932	1.548670634			
Project2	124	ENCFF001TYW	SIX5 ChIP-seq protocol PCR1x on human GM12878		TF binding sites	0.03893012139	1.545947103			
Project2	125	GSM1208681_batch1_chrom1_LoVo_SOX4_PassedQC_peaks_hg19	SOX4 ChIP-seq in LoVo		TF binding sites	0.03889552802	1.543807186			
Project2	126	ENCFF001TYL	POU2F2 ChIP-seq protocol PCR1x on human GM12878		TF binding sites	0.0382822819	1.505872288			
Project2	127	ENCFF113SFO	SMAD5 ChIP-seq on human K562		TF binding sites	0.03822567457	1.502370605			
Project2	128	ENCFF001VPW	MYC ChIP-seq on human MCF10A-Er-Src treated with 4-hydroxy-tamoxifen at 1uM for 4 hours		TF binding sites	0.03816592239	1.498674384			
Project2	129	GSM1208621_batch1_chrom1_LoVo_GATA6_PassedQC_peaks_hg19	GATA6 ChIP-seq in LoVo		TF binding sites	0.03770048431	1.469882769			
Project2	130	ENCFF001UPG	GABPA ChIP-seq protocol v042211.1 on human SK-N-SH		TF binding sites	0.03761242845	1.464435707			
Project2	131	GSM1208647_batch1_chrom1_LoVo_MED1_PassedQC_peaks_hg19	MED1 ChIP-seq in LoVo		TF binding sites	0.03715328008	1.436033168			
Project2	132	ENCFF001UBP	MAX ChIP-seq protocol v042211.1 on human H1-hESC		TF binding sites	0.03711239701	1.433504175			
Project2	133	ENCFF001VIS	MAX ChIP-seq on human HeLa-S3 produced by the Snyder lab		TF binding sites	0.03690798163	1.420859209			
Project2	134	ENCFF001UKQ	PML ChIP-seq protocol v042211.1 on human K562		TF binding sites	0.03681363608	1.41502307			
Project2	135	ENCFF001UAE	TAF1 ChIP-seq protocol PCR1x on human GM12891		TF binding sites	0.03649286119	1.395180201			
Project2	136	ENCFF001VIH	E2F6 ChIP-seq on human HeLa-S3		TF binding sites	0.0364393987	1.391873056			
Project2	137	ENCFF001VLM	CHD1 ChIP-seq on human IMR90 produced by the Snyder lab		TF binding sites	0.03627901126	1.381951621			
Project2	138	GSM1208756_batch2_chrom1_LoVo_HOXA13_PassedQC_peaks_hg19	HOXA13 ChIP-seq in LoVo		TF binding sites	0.03612491352	1.372419262			
Project2	139	ENCFF001VEE	E2F4 ChIP-seq on human GM12878 produced by the Snyder lab		TF binding sites	0.03610289955	1.371057496			
Project2	140	GSM1208666_batch1_chrom1_LoVo_NR3C1_PassedQC_peaks_hg19	NR3C1 ChIP-seq in LoVo		TF binding sites	0.03602427826	1.366194048			
Project2	141	ENCFF001VMQ	MYC ChIP-seq on human K562 treated with IFNa for 30 minutes		TF binding sites	0.03584187685	1.354910847			
Project2	142	ENCFF001TXF	GABPA ChIP-seq protocol PCR2x on human GM12878		TF binding sites	0.03575696585	1.349658323			
Project2	143	ENCFF001VFY	POLR2A ChIP-seq on human GM12891		TF binding sites	0.03572551733	1.347712944			
Project2	144	ENCFF001VDM	BHLHE40 ChIP-seq on human A549 produced by the Snyder lab		TF binding sites	0.03566576514	1.344016723			
Project2	145	GSM1208745_batch2_chrom1_LoVo_FOXD2_PassedQC_peaks_hg19	FOXD2 ChIP-seq in LoVo		TF binding sites	0.03562488207	1.34148773			
Project2	146	ENCFF001TTX	USF1 ChIP-seq (protocol PCR1x) on A549 treated with dexamethasone at 100nM		TF binding sites	0.03557141959	1.338180585			
Project2	147	ENCFF001TXD	FOXM1 ChIP-seq protocol v042211.1 on human GM12878		TF binding sites	0.03551481225	1.334678902			
Project2	148	ENCFF001UGA	GABPA ChIP-seq protocol PCR2x on human HepG2		TF binding sites	0.03545820492	1.331177219			
Project2	149	ENCFF001UHR	SRF ChIP-seq protocol v041610.1 on human HepG2		TF binding sites	0.03542361155	1.329037302			
Project2	150	ENCFF001VIK	KAT2A ChIP-seq on human HeLa-S3		TF binding sites	0.03526007925	1.318921329			
Project2	151	ENCFF001UOT	TAF1 ChIP-seq protocol v041610.1 on human PFSK-1		TF binding sites	0.0349235801	1.298105769			
Project2	152	ENCFF001VJT	ZZZ3 ChIP-seq on human HeLa-S3		TF binding sites	0.03488898673	1.295965852			
Project2	153	GSM1208749_batch2_chrom1_LoVo_GATA1_PassedQC_peaks_hg19	GATA1 ChIP-seq in LoVo		TF binding sites	0.0345902258	1.277484748			
Project2	154	ENCFF001UBC	E2F6 ChIP-seq protocol v042211.1 on human H1-hESC		TF binding sites	0.03456821184	1.276122982			
Project2	155	GSM1208672_batch1_chrom1_LoVo_RFX5_PassedQC_peaks_hg19	RFX5 ChIP-seq in LoVo		TF binding sites	0.03450845965	1.272426761			
Project2	156	GSM1208630_batch1_chrom1_LoVo_HES4_PassedQC_peaks_hg19	HES4 ChIP-seq in LoVo		TF binding sites	0.0341656708	1.251222126			
Project2	157	ENCFF001UBD	E2F6 ChIP-seq protocol v042211.1 on human H1-hESC		TF binding sites	0.03404302157	1.243635147			
Project2	158	ENCFF001VDZ	FOS ChIP-seq on human GM12878		TF binding sites	0.03403044217	1.242856995			
Project2	159	ENCFF001TXC	FOXM1 ChIP-seq protocol v042211.1 on human GM12878		TF binding sites	0.03397068998	1.239160774			
Project2	160	ENCFF001UBI	GABPA ChIP-seq protocol PCR1x on human H1-hESC		TF binding sites	0.03391408265	1.235659091			
Project2	161	GSM1208690_batch1_chrom1_LoVo_TFAP2A_PassedQC_peaks_hg19	TFAP2A ChIP-seq in LoVo		TF binding sites	0.03347380338	1.20842378			
Project2	162	ENCFF001TTE	PBX3 ChIP-seq protocol v042211.1 on human A549		TF binding sites	0.03342977546	1.205700249			
Project2	163	ENCFF001XUC	CTCF ChIP-seq on human WI-38		TF binding sites	0.03340776149	1.204338483			
Project2	164	ENCFF001VHV	BRCA1 ChIP-seq on human HeLa-S3		TF binding sites	0.03337002327	1.202004028			
Project2	165	ENCFF001UAO	TAF1 ChIP-seq protocol v041610.2 on human GM12892		TF binding sites	0.03332599535	1.199280497			
Project2	166	ENCFF001VIY	NRF1 ChIP-seq on human HeLa-S3		TF binding sites	0.03332285049	1.199085959			
Project2	167	GSM1208633_batch1_chrom1_LoVo_HOXA10_PassedQC_peaks_hg19	HOXA10 ChIP-seq in LoVo		TF binding sites	0.03317504246	1.189942676			
Project2	168	ENCFF001VNA	E2F6 ChIP-seq on human K562		TF binding sites	0.03316875275	1.1895536			
